N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2021;entrées 2020;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;part des séances de films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude
284613;GAUMONT;PAYS DE LA LOIRE;12 PLACE DU COMMERCE;44109;Nantes;319284;44;44701;Nantes;671849;04-Unités urbaines de 100 000 hbts ou plus;12;1875;32;10 909;283 128;109 024;159,7;De 200 à 300 000 entrées;GAUMONT;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;162;144;140;43,4;42,0;13,1;1,4;66;34,6;25,1;47.213357;-1.558244
284631;KATORZA;PAYS DE LA LOIRE;3 RUE CORNEILLE;44109;Nantes;319284;44;44701;Nantes;671849;04-Unités urbaines de 100 000 hbts ou plus;6;881;32;5 441;133 924;124 755;7,3;De 100 à 150 000 entrées;SOCIETE K;CINEDIFFUSION;OUI;A;RDJPPR;FIXE;NON;C;210;128;119;56,4;20,9;15,3;7,4;119;97,9;96,5;47.213603;-1.562528
284662;CONCORDE;PAYS DE LA LOIRE;79 BD DE L EGALITE;44109;Nantes;319284;44;44701;Nantes;671849;04-Unités urbaines de 100 000 hbts ou plus;4;287;29;3 370;52 399;50 780;3,2;De 50 à 80 000 entrées;CLOCHARD GERARD JACQUES;MICROMEGAS (Clochard);OUI;A;RDJP;FIXE;NON;C;215;176;65;72,0;14,2;10,1;3,8;134;79,2;75,2;47.21118;-1.586751
284694;BONNE GARDE;PAYS DE LA LOIRE;20 RUE DU FRERE LOUIS;44109;Nantes;319284;44;44701;Nantes;671849;04-Unités urbaines de 100 000 hbts ou plus;1;341;28;382;11 425;9 177;24,5;De 10 à 20 000 entrées;ASSOCIATION SPORTIVE ET CULTURELLE BONNE GARDE;;OUI;A;RDJPPR;FIXE;NON;C;181;128;1;66,4;16,6;11,8;5,2;95;76,8;77,3;47.195308;-1.538372
284747;LE CINEMATOGRAPHE;PAYS DE LA LOIRE;12 BIS RUE DES CARMELITES;44109;Nantes;319284;44;44701;Nantes;671849;04-Unités urbaines de 100 000 hbts ou plus;1;162;32;781;21 969;26 031;-15,6;De 20 à 30 000 entrées;LE CINEMATOGRAPHE CINE-NANTES LOIRE-ATLANTIQUE                  ;;OUI;A;RDJPPR;FIXE;NON;C;211;15;5;46,5;15,8;26,9;10,8;10;51,0;62,8;47.216901;-1.551545
287391;LE VIKING;NORMANDIE;68 RUE DE LA REPUBLIQUE;27428;Le Neubourg;4419;27;27201;Le Neubourg;5604;06-autres communes et unités urbaines;1;405;32;709;19 408;15 258;27,2;De 10 à 20 000 entrées;VILLE DE NEUBOURG                                               ;;OUI;E;JP;FIXE;NON;C;76;66;32;58,6;31,5;9,9;0,0;19;13,3;4,9;49.148993;0.902155
287472;NORMANDY;NORMANDIE;18 RUE POISSONNIERE;76462;Neufchâtel-en-Bray;4920;76;76203;Neufchâtel-en-Bray;5375;06-autres communes et unités urbaines;1;227;32;321;11 160;8 063;38,4;De 10 à 20 000 entrées;ASSOCIATION CINE POUR TOUS;NOE (Patry);OUI;E;;FIXE;NON;C;100;85;2;63,3;29,8;7,0;0,0;26;20,6;14,1;49.730796;1.442643
288291;CIRCUIT 2;CENTRE-VAL DE LOIRE;CINEMOBILE;45142;Fay-aux-Loges;3822;45;45202;Fay-aux-Loges;6722;06-autres communes et unités urbaines;1;100;27;617;12 030;12 666;-5,0;De 10 à 20 000 entrées;AGENCE POUR DEVELOPPEMENT ACTIVITES TOURISTIQUES ET CULTURELLES;;OUI;E;JPPR;ITINERANT;NON;C;58;38;1;63,0;25,1;11,9;0,0;15;31,9;22,7;47.940501;2.182716
291822;REX;CENTRE-VAL DE LOIRE;26 PLACE DU 11 AOUT;28280;Nogent-le-Rotrou;10061;28;28301;Nogent-le-Rotrou;12311;06-autres communes et unités urbaines;3;481;32;1 851;31 383;21 954;42,9;De 30 à 40 000 entrées;IMAGE A L APPUI;;OUI;E;RDJPPR;FIXE;NON;C;143;119;48;55,1;33,1;10,3;1,4;52;24,0;11,0;48.322377;0.818153
291964;LUMIERE SALLE MICHEL PICCOLI;GRAND EST;AVENUE PASTEUR;10268;Nogent-sur-Seine;6105;10;10202;Nogent-sur-Seine;6105;06-autres communes et unités urbaines;2;228;32;1 009;13 717;7 976;72,0;De 10 à 20 000 entrées;OFFICE DE GESTION D'EQUIPEMENTS CULTURELS DE NOGENT-SUR-SEINE;GPCI (Vintrou);OUI;E;JP;FIXE;NON;I;155;135;40;37,9;47,9;12,9;1,2;56;21,2;10,6;48.489946;3.505014
293121;CINEMA PARADISO;PAYS DE LA LOIRE;24 BD DE LA GARE;44110;Nort-sur-Erdre;9116;44;44209;Nort-sur-Erdre;9116;06-autres communes et unités urbaines;1;230;32;245;8 841;6 635;33,2;De 5 à 10 000 entrées;ASSOCIATION CINEMA PARADISO;CINEDIFFUSION;OUI;E;JP;FIXE;NON;I;125;103;1;56,2;30,7;13,0;0,0;30;26,6;17,4;47.441735;-1.502661
293392;COLOMBIER;NORMANDIE;RUE RENE COTY;76476;Port-Jérôme-sur-Seine;10340;76;76402;Lillebonne;22350;05-Unités urbaines de 20 000 à 100 000 hbts;3;657;32;1 446;19 427;10 827;79,4;De 10 à 20 000 entrées;ASSOCIATION GRAVENCHONNAISE POUR L ANIMATION CULTURELLE;NOE (Patry);NON;NON;;FIXE;NON;C;113;95;37;35,8;52,3;11,3;0,6;33;15,0;4,4;49.491272;0.575902
293630;COMPLEXE CULTUREL OESIA;CENTRE-VAL DE LOIRE;ROND-POINT DE LA CHASSETIERE;37172;Notre-Dame-d'Oé;4246;37;37701;Tours;362653;04-Unités urbaines de 100 000 hbts ou plus;1;500;7;9;772;633;22,0;Moins de 2000 entrées;CINE-OFF;;NON;NON;;FIXE;NON;B;9;5;0;100,0;0,0;0,0;0,0;2;40,0;14,4;47.448213;0.694335
293801;CINE SOLOGNE;CENTRE-VAL DE LOIRE;CINE SOLOGNE;41161;Nouan-le-Fuzelier;2370;41;41104;Nouan-le-Fuzelier;2370;06-autres communes et unités urbaines;1;200;10;62;2 255;2 056;9,7;De 2 à 5 000 entrées;UNION POUR LA CULTURE POPULAIRE SOLOGNE;;NON;NON;;ITINERANT;NON;I;3;2;0;100,0;0,0;0,0;0,0;0;0,0;0,0;47.535458;2.042446
294861;NOUVEAU CINEMA LE PARADISIO 1;HAUTS DE FRANCE;16 BD ERNEST NOEL;60471;Noyon;13496;60;60304;Noyon;15528;06-autres communes et unités urbaines;4;643;32;3 820;61 302;39 288;56,0;De 50 à 80 000 entrées;NOUVEAU CINEMA LE PARADISIO;CINEODE (Défossé);OUI;E;RDJP;FIXE;NON;C;157;139;109;37,1;49,6;12,6;0,7;40;14,7;4,5;49.579959;3.008971
294891;LE NOZEK;PAYS DE LA LOIRE;RUE DE LA GARE;44113;Nozay;4261;44;44110;Nozay;4261;06-autres communes et unités urbaines;1;202;32;324;10 189;9 307;9,5;De 10 à 20 000 entrées;CINEMA LE NOZEK;CINEDIFFUSION;OUI;E;JP;FIXE;NON;I;151;131;3;55,0;31,4;13,2;0,4;60;39,2;26,8;47.565293;-1.628355
296615;ESPACE ARAGON;NORMANDIE;PLACE DU 8 MAI 1945;76484;Oissel;12157;76;00755;Rouen;477226;04-Unités urbaines de 100 000 hbts ou plus;1;198;24;186;6 168;4 940;24,9;De 5 à 10 000 entrées;COMMUNE D'OISSEL;;OUI;C;;FIXE;NON;B;106;81;1;36,3;53,4;9,6;0,7;39;42,9;11,9;49.339471;1.08919
298831;LES CARMES;CENTRE-VAL DE LOIRE;7 RUE DES CARMES;45234;Orléans;118597;45;45701;Orléans;288678;04-Unités urbaines de 100 000 hbts ou plus;4;517;32;5 667;79 339;71 758;10,6;De 50 à 80 000 entrées;EDEN CARMES;;OUI;A;RDJPPR;FIXE;NON;C;297;194;175;71,6;8,9;11,3;8,2;181;94,8;93,2;47.901533;1.900955
298834;PATHE ORLEANS;CENTRE-VAL DE LOIRE;2 RUE DES HALLES;45234;Orléans;118597;45;45701;Orléans;288678;04-Unités urbaines de 100 000 hbts ou plus;12;2309;32;10 874;257 003;184 953;39,0;De 200 à 300 000 entrées;MARTROI;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;164;144;137;40,4;44,3;14,0;1,3;53;25,8;16,5;47.89856839999999;1.9088173000000097
298847;THEATRE D'ORLEANS;CENTRE-VAL DE LOIRE;BOULEVARD PIERRE SEGELLE;45234;Orléans;118597;45;45701;Orléans;288678;04-Unités urbaines de 100 000 hbts ou plus;1;900;2;14;392;0;#DIV/0!;Moins de 2000 entrées;LES CARMELITES;;NON;NON;;FIXE;NON;C;9;0;0;0,0;0,0;0,0;0,0;0;0,0;0,0;47.904567;1.914337
299511;CINEDORI;HAUTS DE FRANCE;RUE DES FRAISIERS;60482;Orry-la-Ville;3425;60;60204;Orry-la-Ville;6655;06-autres communes et unités urbaines;1;186;25;84;2 708;2 581;4,9;De 2 à 5 000 entrées;LA JEANNE D'ARC;GPCI (Vintrou);NON;NON;;FIXE;NON;C;34;27;0;63,2;25,5;11,2;0,0;6;19,3;15,8;49.130553;2.511848
300801;MICHEL CABIEU;NORMANDIE;5 AVENUE MICHEL CABIEU;14488;Ouistreham;9367;14;14206;Ouistreham;9367;06-autres communes et unités urbaines;1;352;32;707;23 997;17 956;33,6;De 20 à 30 000 entrées;ASSOCIATION CINEMA LE CABIEU;;OUI;E;JPPR;FIXE;NON;I;142;115;16;61,9;25,9;11,5;0,7;49;34,9;24,3;49.276964;-0.256313
302312;CINE BREIZ;BRETAGNE;RUE HENRY DUNANT;22162;Paimpol;7513;22;22303;Paimpol;18273;06-autres communes et unités urbaines;1;196;32;335;15 975;11 133;43,5;De 10 à 20 000 entrées;ASSOCIATION LA PAIMPOLAISE;CINEDIFFUSION;OUI;E;;FIXE;NON;C;142;124;1;64,9;23,6;10,1;1,5;60;41,1;34,1;48.780228;-3.05216
302453;REX;BRETAGNE;PASSAGE DE L HOTEL DE VILLE;56152;Le Palais;2606;56;56105;Le Palais;2606;06-autres communes et unités urbaines;1;234;32;542;17 574;10 313;70,4;De 10 à 20 000 entrées;GARLABAN SARL;MICROMEGAS (Clochard);OUI;E;RDJPPR;FIXE;NON;I;145;109;26;61,8;26,6;9,3;2,2;55;39,5;34,1;47.347212;-3.157897
306414;ECKMUHL;BRETAGNE;RUE DU PORT;29158;Penmarch;5245;29;29401;Penmarch;23075;05-Unités urbaines de 20 000 à 100 000 hbts;1;235;32;629;19 123;17 727;7,9;De 10 à 20 000 entrées;COMMUNE DE PENMARCH;CINEDIFFUSION;OUI;D;RDJPPR;FIXE;NON;C;223;167;17;59,3;22,8;12,7;5,2;116;67,7;63,1;47.799654;-4.356964
307361;PICARDY;HAUTS DE FRANCE;9 RUE ST SAUVEUR;80620;Péronne;7802;80;80209;Péronne;9653;06-autres communes et unités urbaines;2;210;32;777;12 132;4 097;196,1;De 10 à 20 000 entrées;COMMUNE DE PERONNE;CINEODE (Défossé);NON;NON;;FIXE;NON;C;102;94;15;37,4;54,3;8,1;0,1;17;8,5;3,6;49.930788;2.936858
307943;LES BALADINS;BRETAGNE;27 BOULEVARD THALASSA;22168;Perros-Guirec;7261;22;22403;Lannion;51209;05-Unités urbaines de 20 000 à 100 000 hbts;2;437;32;1 489;20 812;13 496;54,2;De 20 à 30 000 entrées;LES BALADINS;;OUI;D;RDJP;FIXE;NON;B;122;107;49;70,4;15,9;13,1;0,6;53;51,1;46,4;48.814855;-3.457451
312221;LE COTENTIN;NORMANDIE;PLACE DU MARCHE;50403;Pirou;1469;50;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;154;32;439;7 315;5 146;42,1;De 5 à 10 000 entrées;ASSOCIATION DU CINEMA DE LA PLAGE;Clément;OUI;E;JP;FIXE;NON;R;98;87;16;56,4;37,6;5,9;0,1;29;17,8;7,0;49.166275;-1.5704
312443;LE MAIL;CENTRE-VAL DE LOIRE;26 MAIL OUEST;45252;Pithiviers;9078;45;45301;Pithiviers;11990;06-autres communes et unités urbaines;1;187;32;712;16 639;14 912;11,6;De 10 à 20 000 entrées;SARL 2H;NOE (Patry);OUI;E;JPPR;FIXE;NON;C;144;113;27;39,3;43,3;15,8;1,6;55;20,4;10,3;48.173277;2.253059
313842;CINEMA L'HERMINE;BRETAGNE;33 RUE DE L HERMINE;35223;Plélan-le-Grand;4073;35;35116;Plélan-le-Grand;4073;06-autres communes et unités urbaines;1;192;32;275;6 986;5 522;26,5;De 5 à 10 000 entrées;CINEMA L HERMINE;CINEDIFFUSION;OUI;E;JP;FIXE;NON;I;197;172;0;61,3;27,5;7,6;3,7;94;50,7;37,6;47.998597;-2.096562
313912; CASINO DU VAL ANDRE;BRETAGNE;1 COURS WINSTON CHURCHILL;22186;Pléneuf-Val-André;4207;22;22115;Pléneuf-Val-André;4207;06-autres communes et unités urbaines;1;600;32;308;7 669;5 051;51,8;De 5 à 10 000 entrées;SOCIETE D EXPLOITATION DU CASINO DE LA ROTONDE;MICROMEGAS (Clochard);OUI;E;JP;FIXE;NON;I;126;113;9;59,1;28,3;12,0;0,6;40;22,8;17,2;48.590655;-2.553431
314471;LE DOURON;BRETAGNE;PLACE DE LAUNCESTON;22194;Plestin-les-Grèves;3703;22;00251;Plestin-les-Grèves;5256;06-autres communes et unités urbaines;2;266;32;874;18 009;12 335;46,0;De 10 à 20 000 entrées;ASSOCIATION CULTURELLE CINEMATOGRAPHIQUE;CINEDIFFUSION;OUI;E;JPPR;FIXE;NON;C;177;155;44;67,8;22,7;8,7;0,8;81;41,3;32,2;48.655594;-3.630501
314601;CINE ARMOR;BRETAGNE;RUE DES FRERES LUMIERE;35228;Pleurtuit;7032;35;00458;Dinard;34612;05-Unités urbaines de 20 000 à 100 000 hbts;1;196;32;237;6 542;5 817;12,5;De 5 à 10 000 entrées;ASSOCIATION SAINT GUILLAUME;CINEDIFFUSION;OUI;D;;FIXE;NON;C;114;100;9;71,4;15,5;11,0;2,0;42;35,9;29,9;48.578076;-2.061657
314823;CINELAC;BRETAGNE;13 RUE DU LAC;56165;Ploërmel;10351;56;56216;Ploërmel;10351;06-autres communes et unités urbaines;5;794;29;4 392;65 617;45 758;43,4;De 50 à 80 000 entrées;CINELAC;GPCI (Vintrou);OUI;E;RDJP;FIXE;NON;I;167;149;80;44,6;44,3;10,4;0,6;58;18,8;7,6;47.936453;-2.401708
315251;CINEMA LE DAUPHIN;BRETAGNE;1O RUE FOCH;29185;Plouescat;3564;29;29118;Plouescat;3564;06-autres communes et unités urbaines;1;225;32;252;6 853;4 816;42,3;De 5 à 10 000 entrées;ASSOCIATION CINEMA LE DAUPHIN                                   ;CINEDIFFUSION;OUI;E;;FIXE;NON;I;113;99;2;60,6;29,9;9,1;0,4;38;32,7;22,6;48.657353;-4.170827
315312;IMAGES;BRETAGNE;RUE DE SALTASH;29189;Plougastel-Daoulas;13697;29;29701;Brest;206145;04-Unités urbaines de 100 000 hbts ou plus;2;237;32;1 000;15 938;12 090;31,8;De 10 à 20 000 entrées;ASSOCIATION IMAGES                                              ;CINEDIFFUSION;OUI;C;JP;FIXE;NON;B;153;132;47;56,9;31,7;10,5;1,0;64;38,7;25,3;48.373269;-4.370987
315332;LE DAUPHIN;BRETAGNE;RESIDENCE DE L OCEAN;29190;Plougonvelin;4283;29;29113;Plougonvelin;4283;06-autres communes et unités urbaines;1;129;32;368;8 354;7 142;17,0;De 5 à 10 000 entrées;ASSOCIATION LES ALLUMES DE LA GRANDE TOILE;MICROMEGAS (Clochard);OUI;E;JPPR;FIXE;NON;I;136;110;1;64,6;24,3;9,6;1,6;61;52,1;37,3;48.340552;-4.723462
315411;LE CITHEA;BRETAGNE;RUE DES ECOLES;22219;Plouguenast;2528;22;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;177;29;152;2 400;1 808;32,7;De 2 à 5 000 entrées;CINEMA JEANNE D'ARC;CINEDIFFUSION;OUI;E;;FIXE;NON;R;78;70;4;71,0;17,4;11,6;0,0;22;28,7;20,6;48.28043;-2.706503
317442;TRIANON;HAUTS DE FRANCE;1 RUE DE L ABREUVOIR;80630;Poix-de-Picardie;2425;80;80106;Poix-de-Picardie;2425;06-autres communes et unités urbaines;1;220;32;279;8 474;8 415;0,7;De 5 à 10 000 entrées;ESPACE TRIANON;GPCI (Vintrou);OUI;E;PR;FIXE;NON;I;106;93;0;49,4;41,2;9,4;0,0;18;14,2;7,4;49.776307;1.980512
317911;GRAND ECRAN;PAYS DE LA LOIRE;RUE DE LA LOIRE;49244;Mauges-sur-Loire;18489;49;49208;La Pommeraye;18489;06-autres communes et unités urbaines;1;134;32;315;6 917;4 845;42,8;De 5 à 10 000 entrées;ASSOCIATION CINEMA SAINT MARTIN;MICROMEGAS (Clochard);OUI;D;;FIXE;NON;C;148;129;4;66,3;21,0;11,7;1,0;64;32,9;18,4;47.359284;-0.860039
318786;LE CINE;NORMANDIE;ZAC DE LA FONDERIE;27467;Pont-Audemer;10390;27;27303;Pont-Audemer;22500;05-Unités urbaines de 20 000 à 100 000 hbts;6;633;32;5 043;79 477;0;#DIV/0!;De 50 à 80 000 entrées;NORD OUEST EXPLOITATION CINEMAS;NOE (Patry);NON;NON;;FIXE;NON;C;253;197;112;42,4;46,1;10,9;0,6;100;25,9;10,6;49.350607;0.515407
319022;LA BOBINE;PAYS DE LA LOIRE;6 PLACE DE LA GARE;44129;Pontchâteau;11021;44;44214;Pontchâteau;11021;06-autres communes et unités urbaines;1;129;32;401;7 930;4 114;92,8;De 5 à 10 000 entrées;ASSOCIATION DU CINEMA DE PONTCHATEAU;MICROMEGAS (Clochard);OUI;E;;FIXE;NON;I;169;140;2;59,5;28,5;9,7;2,3;61;33,0;22,1;47.435409;-2.088906
320311;REX;BRETAGNE;ZONE DE NIEL;56178;Pontivy;15819;56;56303;Pontivy;17965;06-autres communes et unités urbaines;5;806;32;3 670;63 229;38 835;62,8;De 50 à 80 000 entrées;CINEGYR PONTIVY;Roue;OUI;E;JPPR;FIXE;NON;C;184;157;108;44,9;43,5;11,1;0,5;64;24,4;10,3;48.068322;-2.948573
320333;CINEVILLE;BRETAGNE;27 RUE DE LA GARE;29220;Pont-l'Abbé;8706;29;29306;Pont-l'Abbé;15100;06-autres communes et unités urbaines;4;610;32;3 546;57 398;40 647;41,2;De 50 à 80 000 entrées;CINEVILLE;CINEDIFFUSION;OUI;D;;FIXE;NON;C;111;88;68;45,6;42,4;11,4;0,5;21;8,8;6,7;47.863407;-4.229693
320411;CINEMA LE CONCORDE;NORMANDIE;PLACE ROBERT DE FLERS;14514;Pont-l'Évêque;4704;14;14120;Pont-l'Évêque;5164;06-autres communes et unités urbaines;1;169;32;632;11 421;6 753;69,1;De 10 à 20 000 entrées;ASSOCIATION DU CINEMA LE CONCORDE;;OUI;E;;FIXE;NON;C;119;105;3;65,3;23,6;10,3;0,8;47;42,2;28,4;49.285635;0.185399
320771;PALACE;HAUTS DE FRANCE;RUE DES PÊCHEURS;60509;Pont-Sainte-Maxence;12724;60;60305;Pont-Sainte-Maxence;17235;06-autres communes et unités urbaines;2;322;32;1 176;12 485;8 331;49,9;De 10 à 20 000 entrées;ASSOCIATION CINEMATOGRAPHIQUE LE PALACE;CINEODE (Défossé);OUI;E;JP;FIXE;NON;C;137;124;52;42,5;46,4;10,8;0,2;39;12,9;10,0;49.302107;2.60337
320873;CINEVILLE;PAYS DE LA LOIRE;1 BOULEVARD DE LEO LAGRANGE;49246;Les Ponts-de-Cé;13354;49;49701;Angers;236073;04-Unités urbaines de 100 000 hbts ou plus;6;1189;32;5 746;163 648;118 689;37,9;De 150 à 200 000 entrées;CINEVILLE;CINEDIFFUSION;NON;NON;;FIXE;NON;B;98;80;66;42,5;46,0;11,1;0,3;15;8,3;5,8;47.434019;-0.500603
320971;SALLE RENE TARROT;PAYS DE LA LOIRE;SALLE RENE TARROT;72243;Pontvallain;1687;72;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;100;14;36;1 581;785;101,4;Moins de 2000 entrées;FAMILLES RURALES FEDERATION REGIONALE DES PAYS DE LA LOIRE;;NON;NON;;ITINERANT;NON;R;13;9;0;72,6;26,1;1,2;0,0;1;4,2;1,2;47.750682;0.192681
321132;CINEMA ST GILLES;PAYS DE LA LOIRE;54 RUE DE VERDUN;44131;Pornic;16002;44;44304;Pornic;20785;05-Unités urbaines de 20 000 à 100 000 hbts;3;479;32;2 089;52 816;24 953;111,7;De 50 à 80 000 entrées;AMICALE DU PERSONNEL DU CINEMA SAINT GILLES                     ;CINEDIFFUSION;OUI;E;JP;FIXE;NON;C;192;161;55;50,8;38,0;10,4;0,7;85;33,2;16,5;47.119337;-2.101111
321135;ST JOSEPH;PAYS DE LA LOIRE;RUE NOTRE DAME;44131;Pornic;16002;44;44304;Pornic;20785;05-Unités urbaines de 20 000 à 100 000 hbts;1;185;32;524;8 064;5 792;39,2;De 5 à 10 000 entrées;UNION FRATERNELLE DE SAINTE MARIE SUR MER;Barteau;OUI;E;JPPR;FIXE;NON;C;171;137;7;66,1;17,6;14,5;1,8;78;49,2;42,6;47.114365;-2.127161
322952;CINEMA PAX;PAYS DE LA LOIRE;5 RUE DU MARECHAL JOFFRE;44135;Le Pouliguen;4241;44;44601;Saint-Nazaire;158390;04-Unités urbaines de 100 000 hbts ou plus;1;230;32;843;21 522;20 826;3,3;De 20 à 30 000 entrées;ASSOCIATION LE PAX (EX ASSOCIATION ST NICOLAS);GPCI (Vintrou);OUI;C;RDJP;FIXE;NON;B;162;118;70;61,3;14,4;16,0;8,4;96;76,2;68,4;47.276193;-2.429727
324731; ATLANTIQUE;PAYS DE LA LOIRE;7 GRANDE RUE;44136;Préfailles;1269;44;44401;Saint-Brevin-les-Pins;25415;05-Unités urbaines de 20 000 à 100 000 hbts;1;268;32;199;5 215;3 985;30,9;De 5 à 10 000 entrées;ASSOCIATION SAINT ETIENNE CINEMA;Barteau;OUI;D;;FIXE;NON;B;136;115;0;57,7;23,8;12,7;5,8;62;50,3;40,9;47.12792959999999;-2.215288200000032
329162;PAX;HAUTS DE FRANCE;PLACE DU GENERAL DE GAULLE;80649;Quend;1385;80;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;208;32;909;9 641;6 215;55,1;De 5 à 10 000 entrées;CINE PAX QUEND;;OUI;E;JPPR;FIXE;NON;R;153;110;6;52,1;35,5;11,7;0,8;41;25,8;11,6;50.323857;1.548679
329501;IRIS;BRETAGNE;2 BOULEVARD SAINT PIERRE;56184;Questembert;7997;56;56208;Questembert;7997;06-autres communes et unités urbaines;2;334;32;1 002;24 911;17 087;45,8;De 20 à 30 000 entrées;ASSOCIATION IRIS CINEMA;MICROMEGAS (Clochard);OUI;E;RDJPPR;FIXE;NON;I;171;136;19;57,7;31,4;8,9;2,1;74;40,8;26,7;47.662952;-2.454678
329792;LE PARADIS;BRETAGNE;13 PLACE HOCHE;56186;Quiberon;4731;56;56201;Quiberon;4731;06-autres communes et unités urbaines;2;242;32;1 169;23 070;13 416;72,0;De 20 à 30 000 entrées;VILLE DE QUIBERON                                               ;MICROMEGAS (Clochard);OUI;E;JP;FIXE;NON;I;167;133;51;62,3;25,7;11,1;0,9;72;40,9;30,1;47.480187;-3.121863
330021;KATORZA;BRETAGNE;38 BOULEVARD DUPLEIX;29232;Quimper;65638;29;29501;Quimper;82761;05-Unités urbaines de 20 000 à 100 000 hbts;6;785;32;5 016;42 512;34 438;23,4;De 40 à 50 000 entrées;LES CINEMAS DE L ODET;CINEDIFFUSION;OUI;D;RDJPPR;FIXE;NON;C;214;166;145;65,6;16,1;12,0;6,2;154;96,7;96,2;47.994608;-4.102191
330052;LA BOBINE;BRETAGNE;RUE BREMOND D ARS;29233;Quimperlé;12645;29;29304;Quimperlé;15004;06-autres communes et unités urbaines;1;248;32;446;17 151;12 138;41,3;De 10 à 20 000 entrées;COMMUNE DE QUIMPERLE;CINEDIFFUSION;OUI;E;JPPR;FIXE;NON;C;172;131;12;46,2;37,9;13,2;2,7;70;45,4;37,8;47.874513;-3.545043
330431;LE ROCHONEN;BRETAGNE;14 RUE ROCHONEN;22262;Quintin;3051;22;22101;Quintin;3051;06-autres communes et unités urbaines;1;200;32;153;3 758;2 980;26,1;De 2 à 5 000 entrées;ASSOCIATION LE ROCHONEN;CINEDIFFUSION;OUI;E;;FIXE;NON;I;81;71;1;72,4;22,3;5,3;0,0;23;29,9;30,1;48.401006;-2.912056
333304;CINE'MANIVEL;BRETAGNE;12 QUAI JEAN BART;35236;Redon;9922;35;00452;Redon;21665;05-Unités urbaines de 20 000 à 100 000 hbts;7;1065;32;6 477;100 829;81 350;23,9;De 100 à 150 000 entrées;MANIVEL CINEMA;Rouxel;OUI;D;RDJPPR;FIXE;NON;C;264;195;114;47,2;39,3;11,9;1,6;112;39,0;20,3;47.643971;-2.08863
333901;OPERAIMS;GRAND EST;72 PLACE DROUET D' ERLON;51454;Reims;185211;51;51701;Reims;215047;04-Unités urbaines de 100 000 hbts ou plus;11;1533;32;10 078;152 028;100 755;50,9;De 150 à 200 000 entrées;GAUMONT;GPCI (Vintrou);NON;NON;;FIXE;OUI;C;245;199;187;48,1;35,6;14,1;2,3;128;45,3;33,1;49.256421;4.026693
334921;VOX;PAYS DE LA LOIRE;30 RUE VICTOR FOURCAULT;53188;Renazé;2594;53;53104;Renazé;2594;06-autres communes et unités urbaines;1;218;32;164;6 334;2 699;134,7;De 5 à 10 000 entrées;ASSOCIATION AVANT GARDE DE RENAZE;CINEDIFFUSION;OUI;E;;FIXE;NON;I;73;47;0;62,3;22,5;14,6;0,6;12;22,9;10,6;47.794318;-1.057793
335055; CINE T.N.B;BRETAGNE;1 RUE SAINT HELIER;35238;Rennes;221898;35;35701;Rennes;344195;04-Unités urbaines de 100 000 hbts ou plus;2;495;32;1 831;36 130;41 627;-13,2;De 30 à 40 000 entrées;THEATRE NATIONAL DE BRETAGNE CENTRE EUROPEEN DE PRODUCTION;;OUI;A;RDJPPR;FIXE;NON;C;143;70;60;78,6;9,8;7,5;4,1;64;96,6;96,8;48.107745;-1.67277
335108;GAUMONT;BRETAGNE;12 RUE YVONNE JEAN HAFFEN;35238;Rennes;221898;35;35701;Rennes;344195;04-Unités urbaines de 100 000 hbts ou plus;13;2800;32;11 361;413 875;277 220;49,3;De 300 à 450 000 entrées;GAUMONT RENNES                                                  ;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;216;190;166;40,7;44,2;13,6;1,4;82;28,0;22,2;48.106343;-1.675345
335121;CINEMA ARVOR;BRETAGNE;11 RUE DE CHATILLON;35238;RENNES;221898;35;35701;Rennes;344195;04-Unités urbaines de 100 000 hbts ou plus;5;767;32;4 351;104 726;0;#DIV/0!;De 100 à 150 000 entrées;ASSOCIATION ARVOR CINEMA ET CULTURE;;NON;NON;;FIXE;NON;C;208;131;118;55,0;22,7;14,2;8,1;119;99,0;98,9;48.102357;-1.6744
335711;LE RESTERIA;BRETAGNE;2 BIS RUE LAMENAIS;35239;Retiers;4497;35;35201;Retiers;6247;06-autres communes et unités urbaines;1;169;32;252;5 537;4 366;26,8;De 5 à 10 000 entrées;CINEMA LE RESTERIA;CINEDIFFUSION;OUI;E;;FIXE;NON;C;115;97;3;52,1;29,8;15,3;2,7;40;34,6;16,0;47.914523;-1.380231
