N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2020;entrées 2019;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;part des séances de films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude
416921;FOYER RURAL;CENTRE-VAL DE LOIRE;25 PLACE DU CYGNE;18235;Sainte-Solange;1154;18;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;200;17;96;2 626;134 508;-1,0;De 2 à 5 000 entrées;FEDERATION DEPARTEMENTALE DES FOYER RURAUX DU CHER;;OUI;E;JP;ITINERANT;NON;R;21;10;0;29,8;57,1;3,7;9,4;9;30,2;19,1;47.135691;2.548784
417332;LE SEJEFY S;OCCITANIE;11 AV CHARLES DE GAULLE;81271;Saint-Sulpice-la-Pointe;8778;81;81204;Saint-Sulpice;8778;06-autres communes et unités urbaines;1;167;23;263;2 753;12 779;-0,8;De 2 à 5 000 entrées;VEO CINEMAS;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;I;93;74;0;69,2;27,6;3,2;0,0;54;33,6;40,1;43.77186;1.688125
418121;LE FOYER;AUVERGNE / RHONE-ALPES;210 RUE DU CHANOINE PAVAILLER;69238;Saint-Symphorien-sur-Coise;3627;69;69103;Saint-Symphorien-sur-Coise;3627;06-autres communes et unités urbaines;2;376;27;525;6 437;13 239;-0,5;De 5 à 10 000 entrées;AEP CINEMA LE FOYER;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;I;117;87;3;59,7;15,8;14,5;10,0;49;69,7;76,2;45.629307;4.452451
418633;CINEMA STAR;PROVENCE-ALPES-COTE D'AZUR;3 TRAVERSE DE LA GENDARMERIE;83119;Saint-Tropez;4305;83;83304;Saint-Tropez;8975;06-autres communes et unités urbaines;1;168;28;454;2 378;351 009;-1,0;De 2 à 5 000 entrées;COMMUNE DE SAINT TROPEZ;SARL CINEPROFILMS;NON;NON;;FIXE;NON;C;58;51;6;54,8;27,8;6,8;10,6;21;45,5;35,3;43.269837;6.635574
418651;LE CINEMATOGRAPHE;PROVENCE-ALPES-COTE D'AZUR;PLACE DE LA MAIRIE;04197;Sainte-Tulle;3449;04;04401;Manosque;30036;05-Unités urbaines de 20 000 à 100 000 hbts;1;218;26;156;2 020;115 597;-1,0;De 2 à 5 000 entrées;COMMUNE DE SAINTE TULLE;SARL MC4 DISTRIBUTION;OUI;D;;FIXE;NON;B;114;90;1;59,6;19,9;13,7;6,8;55;73,9;68,1;43.786667;5.762877
418992;CASINO MUNICIPAL;NORMANDIE;LE PERREY;76655;Saint-Valery-en-Caux;4209;76;76119;Saint-Valery-en-Caux;4209;06-autres communes et unités urbaines;1;189;30;455;4 921;133 051;-1,0;De 2 à 5 000 entrées;CASINO DE SAINT VALERY EN CAUX;SARL NORD OUEST EXPLOITATION CINEMA;NON;NON;;FIXE;NON;I;114;100;4;64,9;23,5;8,6;3,0;46;31,9;23,0;49.863;0.706604
419082;CINE  GALAURE;AUVERGNE / RHONE-ALPES;AVENUE DESIRE VALETTE;26333;Saint-Vallier;3935;26;00269;Saint-Vallier;9130;06-autres communes et unités urbaines;2;354;30;1 215;20 727;16 500;0,3;De 20 à 30 000 entrées;ASSOCIATION DIFFUSION EXPLOITATION CINEMATOGRAPHIQUE SUD EST;SARL GPCI;OUI;E;;FIXE;NON;C;138;106;31;63,6;25,7;6,6;4,1;69;35,1;33,5;45.176008;4.816127
419912;GRAND ECRAN;NOUVELLE AQUITAINE;24 AVENUE NATIONALE;40284;Saint-Vincent-de-Tyrosse;7661;40;40303;Saint-Vincent-de-Tyrosse;15408;06-autres communes et unités urbaines;1;286;30;405;7 305;13 060;-0,4;De 5 à 10 000 entrées;CINETYR;SAINT LOUIS;OUI;E;JP;FIXE;NON;C;155;120;9;15,6;58,4;19,6;6,4;83;5,7;13,7;43.660752;-1.304343
420443;AREVI;NOUVELLE AQUITAINE;AV DU DOCTEUR LEMOYNE;87187;Saint-Yrieix-la-Perche;6813;87;87203;Saint-Yrieix-la-Perche;6813;06-autres communes et unités urbaines;2;264;29;723;8 473;27 905;-0,7;De 5 à 10 000 entrées;COMMUNAUTE DE COMMUNES DU PAYS DE SAINT YRIEIX;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;I;157;118;0;68,0;26,6;4,4;1,0;86;30,3;33,2;45.51138;1.20357
421203;NOUVEL ESPACE CULTUREL;AUVERGNE / RHONE-ALPES;NOUVEL ESPACE CULTUEL;42275;Saint-Priest-en-Jarez;6175;42;00753;Saint-Étienne;373130;04-Unités urbaines de 100 000 hbts ou plus;1;150;7;22;1 353;48 102;-1,0;Moins de 2000 entrées;AMIS DU BON CINEMA;;NON;NON;;ITINERANT;NON;B;5;1;0;47,6;43,5;7,0;1,9;5;11,7;16,0;45.474022;4.380177
421204;CENTRE CULTUREL COMMUNAL LE SOU;AUVERGNE / RHONE-ALPES;RUE ROMAIN ROLLAND;42305;La Talaudière;6608;42;00753;Saint-Étienne;373130;04-Unités urbaines de 100 000 hbts ou plus;1;277;20;71;3 304;203 004;-1,0;De 2 à 5 000 entrées;VILLE DE LA TALAUDIERE;;NON;NON;;FIXE;NON;B;56;35;0;58,3;36,2;5,4;0,0;22;56,4;67,3;45.482487;4.429981
421242;UGC TALENCE;NOUVELLE AQUITAINE;ALLEE DU 7EME ART;33522;Talence;42171;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;12;2427;31;10 020;111 287;4 277;25,0;De 100 à 150 000 entrées;UGC CINE CITE;UGC DIFFUSION ;NON;NON;;FIXE;OUI;B;212;93;93;73,9;3,7;14,9;7,6;90;80,7;75,4;44.811682;-0.592543
421441;LE MANOIR;PAYS DE LA LOIRE;11 TER AVENUE DES SABLES;85288;Talmont-Saint-Hilaire;7363;85;85204;Talmont-Saint-Hilaire;7363;06-autres communes et unités urbaines;1;328;31;304;2 760;52 899;-0,9;De 2 à 5 000 entrées;ASSOCIATION CINEMA LE MANOIR;SUD CINE;OUI;E;;FIXE;NON;I;111;89;0;60,7;20,8;8,3;10,2;51;51,3;59,7;46.465494;-1.62086
421911;CINEMA JACQUES PERRIN;AUVERGNE / RHONE-ALPES;19 RUE BATAILLON BERTHIER;69243;Tarare;10639;69;69302;Tarare;16613;06-autres communes et unités urbaines;2;357;31;824;14 275;152 852;-0,9;De 10 à 20 000 entrées;CINEMA MARIVAUX;SNC SAGEC - CINE 32 VEO;OUI;E;RDJP;FIXE;NON;C;125;92;21;86,0;7,3;1,1;5,6;66;75,5;79,8;45.898249;4.4318
421923;CENTRE MULTIMEDIA;OCCITANIE;AVENUE PAUL JOUCLA;09306;Tarascon-sur-Ariège;3231;09;09201;Tarascon-sur-Ariège;5525;06-autres communes et unités urbaines;1;200;30;386;4 224;7 151;-0,4;De 2 à 5 000 entrées;OFFICE DU TOURISME DU PAYS DE TARASCON;;OUI;E;;FIXE;NON;C;113;86;0;62,0;23,5;4,5;10,1;57;35,9;41,4;42.846422;1.603935
421932;REX;PROVENCE-ALPES-COTE D'AZUR;46 RUE MONGE;13108;Tarascon;15056;13;00456;Beaucaire;31150;05-Unités urbaines de 20 000 à 100 000 hbts;2;336;27;871;6 987;28 757;-0,8;De 5 à 10 000 entrées;JOURCIN DIDIER;SARL CINEPROFILMS;OUI;D;JP;FIXE;NON;B;82;65;32;31,9;33,2;18,2;16,7;23;23,6;15,4;43.806585;4.660803
421997;MEGA CGR;OCCITANIE;AVENUE DES FORGES;65440;Tarbes;40593;65;65501;Tarbes;75605;05-Unités urbaines de 20 000 à 100 000 hbts;11;1968;31;10 852;101 803;45 532;1,2;De 100 à 150 000 entrées;CINE LOISIRS AQUITAINE;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;145;101;98;53,8;22,1;12,0;12,1;20;68,9;64,2;43.240399;0.079601
422160;MEGA CGR;NOUVELLE AQUITAINE;BOULEVARD JACQUES DUCLOS;40312;Tarnos;12387;40;00751;Bayonne (partie française);236730;04-Unités urbaines de 100 000 hbts ou plus;12;2567;31;12 067;77 542;17 736;3,4;De 50 à 80 000 entrées;LANESMOND;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;143;100;98;54,6;21,9;13,1;10,4;23;56,4;67,6;43.536908;-1.461264
422432;LE LEM;AUVERGNE / RHONE-ALPES;62 AV DU 8 MAI 1945;69244;Tassin-la-Demi-Lune;21793;69;00758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;1;245;26;446;13 772;190 120;-0,9;De 10 à 20 000 entrées;ASSOCIATION DIFFUSION EXPLOITATION CINEMATOGRAPHIQUE SUD EST;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);OUI;C;JP;FIXE;NON;B;100;77;7;68,5;20,8;8,2;2,5;60;32,7;30,4;45.761019;4.761288
422871;STUDIO CINE;ILE-DE-FRANCE;207 RUE DE PARIS;95607;Taverny;26077;95;00851;Paris;10706072;03-Petite couronne;2;329;30;1 620;9 939;46 865;-0,8;De 5 à 10 000 entrées;STUDIO 207;;NON;NON;;FIXE;NON;B;125;100;10;68,0;22,9;6,3;2,9;48;34,4;38,1;49.026312;2.224754
423061;REGAIN;AUVERGNE / RHONE-ALPES;3 MONTEE DU CHATEAU;07319;Le Teil;8449;07;00551;Montélimar;55791;05-Unités urbaines de 20 000 à 100 000 hbts;2;189;30;1 184;10 444;1 299 429;-1,0;De 10 à 20 000 entrées;ASSOCIATION CINEBOL;SARL MC4 DISTRIBUTION;OUI;D;RDJP;FIXE;NON;B;174;145;4;37,4;62,6;0,0;0,0;96;0,0;0,0;44.550873;4.681776
423382;MODERN CINE;HAUTS DE FRANCE;1, RUE DU 8 MAI;59586;Templeuve-en-Pévèle;5930;59;59211;Templeuve;10210;06-autres communes et unités urbaines;1;170;30;618;13 262;25 471;-0,5;De 10 à 20 000 entrées;LES TOILES DU NORD;SARL GPCI;NON;NON;;FIXE;NON;C;62;48;19;59,9;32,8;7,1;0,2;12;37,3;46,7;50.527126;3.168609
423383;OLYMPIA CINE;HAUTS DE FRANCE;2 RUE D'ORCHIES;59586;Templeuve-en-Pévèle;5930;59;59211;Templeuve;10210;06-autres communes et unités urbaines;1;126;28;519;9 444;364 014;-1,0;De 5 à 10 000 entrées;LES TOILES DU NORD;;OUI;E;JP;FIXE;NON;C;69;52;10;66,0;26,5;5,1;2,4;26;30,0;29,9;50.526289;3.170036
423422;CINE TENCE;AUVERGNE / RHONE-ALPES;8 RUE DE ST AGREVE;43244;Tence;3106;43;43102;Tence;3106;06-autres communes et unités urbaines;1;172;27;220;4 107;29 774;-0,9;De 2 à 5 000 entrées;CINE-TENCE;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;I;94;69;2;65,3;16,5;15,1;3,1;36;66,3;64,4;45.114054;4.290647
423501;LE BEGO;PROVENCE-ALPES-COTE D'AZUR;AV DU 16 SEPTEMBRE 1947;06163;Tende;2174;06;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;157;29;59;1 175;7 710;-0,8;Moins de 2000 entrées;ASSOCIATION MAISON DES JEUNES ET DE LA CULTURE;;NON;NON;;FIXE;NON;R;59;51;1;41,8;54,8;0,8;2,5;14;10,8;4,0;44.08886;7.593211
423561;CASINO;HAUTS DE FRANCE;7, RUE MARCEAU;02738;Tergnier;13734;02;02402;Tergnier;22463;05-Unités urbaines de 20 000 à 100 000 hbts;2;498;30;993;7 306;10 856;-0,3;De 5 à 10 000 entrées;CENTRE D'ANIMATION CULTURELLE INTERCOMMUNALE DU TERNOIS;SARL CINEODE;NON;NON;;FIXE;NON;C;106;88;45;37,6;47,9;7,8;6,7;35;25,2;20,3;49.657142;3.298248
423865;CINE ROC;NOUVELLE AQUITAINE;16 AVENUE JEAN JAURES;24547;Terrasson-Lavilledieu;6173;24;00265;Terrasson-Lavilledieu;7839;06-autres communes et unités urbaines;1;228;31;610;7 136;3 446;1,1;De 5 à 10 000 entrées;COMMUNE DE TERRASSON LA VILLEDIEU;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;C;177;118;3;73,8;18,4;4,9;2,9;111;63,8;58,7;45.131093;1.301938
424194;GRAND ECRAN;NOUVELLE AQUITAINE;CAP OCEAN;33529;La Teste-de-Buch;26110;33;33501;La Teste-de-Buch - Arcachon;65500;05-Unités urbaines de 20 000 à 100 000 hbts;10;1375;30;6 231;77 117;7 187;9,7;De 50 à 80 000 entrées;SARL GRAND ECRAN;STE D'EXPLOITATION GRAND ECRAN (FRIDMAN);OUI;D;;FIXE;OUI;C;214;147;103;82,8;10,6;5,7;0,9;102;49,8;48,7;44.637099;-1.153746
424465;RELAIS CULTUREL REGIONAL;GRAND EST;51 RUE KLEBER;68334;Thann;7898;68;68402;Thann - Cernay;31817;05-Unités urbaines de 20 000 à 100 000 hbts;2;670;27;652;8 132;4 340;0,9;De 5 à 10 000 entrées;ASSOCIATION ARTS ET CULTURE PAYS THANNAIS;;OUI;D;;FIXE;NON;C;127;99;33;45,5;35,6;11,5;7,4;62;25,6;33,2;47.805797;7.101395
424781;ST LOUIS;NORMANDIE;15 RUE DE LA CROIX;61484;Val-au-Perche;3737;61;61102;Le Theil;3737;06-autres communes et unités urbaines;1;221;21;173;3 327;39 168;-0,9;De 2 à 5 000 entrées;ASSOCIATION LE FOYER THEILLOIS;SARL GPCI;OUI;E;JP;FIXE;NON;C;60;44;0;57,8;30,8;5,4;6,0;25;27,8;23,9;48.265259;0.690629
425503;PATHE BELLE EPINE;ILE-DE-FRANCE;CENTRE COMMERCIAL BELLE EPINE;94073;Thiais;28942;94;00851;Paris;10706072;02-Grande Couronne;16;3679;31;15 254;428 429;4 785;88,5;De 300 à 450 000 entrées;LES CINEMAS PATHE GAUMONT;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;B;202;121;116;64,3;27,4;6,1;2,1;44;36,7;42,0;48.756508;2.371928
425783;LE MONACO;AUVERGNE / RHONE-ALPES;17 RUE CONCHETTE;63430;Thiers;11805;63;63303;Thiers;13925;06-autres communes et unités urbaines;3;341;30;906;6 341;18 148;-0,7;De 5 à 10 000 entrées;THIERS CINEMA;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;C;94;74;6;40,9;49,8;6,7;2,6;50;15,4;10,2;45.855676;3.547437
426120;GAUMONT;GRAND EST;PARC MILLESIME;51569;Thillois;405;51;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;13;2609;31;11 013;226 644;19 491;10,6;De 200 à 300 000 entrées;SOCIETE DES GRANDS ECRANS DE THILLOIS;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;R;212;124;109;70,1;27,3;2,6;0,0;53;6,7;4,9;49.254024;3.962365
426151;VARIETES;GRAND EST;10 RUE JULES FERRY;88468;Le Thillot;3513;88;88303;Le Thillot;15370;06-autres communes et unités urbaines;2;332;30;562;6 457;1 575;3,1;De 5 à 10 000 entrées;ROUEFF GERARD;;NON;NON;;FIXE;NON;C;76;65;19;60,3;29,9;8,6;1,3;15;24,3;21,5;47.881078;6.765526
426273;SCALA;GRAND EST;23, PLACE DU MARCHE;57672;Thionville;40665;57;57601;Thionville;132722;04-Unités urbaines de 100 000 hbts ou plus;2;299;27;1 629;16 243;178 263;-0,9;De 10 à 20 000 entrées;ASSOCIATION CINE ESSAI;;OUI;C;RDJPPR;FIXE;NON;C;125;78;35;50,6;35,2;5,8;8,5;94;24,3;27,5;49.357979;6.167955
426301;KINEPOLIS;GRAND EST;50 ROUTE D'ARLON;57672;Thionville;40665;57;57601;Thionville;132722;04-Unités urbaines de 100 000 hbts ou plus;10;2844;31;8 363;147 341;7 700;18,1;De 100 à 150 000 entrées;KINEPOLIS THIONVILLE;KINEPOLIS;NON;NON;;FIXE;OUI;C;198;102;102;71,4;18,9;4,4;5,3;31;56,8;77,2;49.362347;6.111437
426463;LE CLAIR;NOUVELLE AQUITAINE;4 AVENUE DU GENERAL LECLERC;24551;Thiviers;2893;24;24108;Thiviers;3849;06-autres communes et unités urbaines;1;173;29;443;7 414;662 439;-1,0;De 5 à 10 000 entrées;SARL CINE LIMOUSIN QUERCY PERIGORD;SNC SAGEC - CINE 32 VEO;OUI;E;RDJPPR;FIXE;NON;C;149;104;1;67,0;21,2;4,4;7,4;81;56,0;64,5;45.413265;0.918749
426533;AGORA;AUVERGNE / RHONE-ALPES;23 RUE PIERRE CHEVENARD;69248;Thizy-les-Bourgs;6150;69;69203;Thizy;6150;06-autres communes et unités urbaines;2;333;16;219;1 497;138 442;-1,0;Moins de 2000 entrées;VEGA;;OUI;E;;FIXE;NON;I;59;38;0;55,3;22,6;11,9;10,3;20;44,4;48,5;46.030249;4.313447
426761;LE ROC;AUVERGNE / RHONE-ALPES;IMMEUBLE LES EFFALEES;74279;Thollon-les-Mémises;760;74;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;193;19;178;1 629;32 222;-0,9;Moins de 2000 entrées;SOCIETE DES CINEMAS DU CHABLAIS;SARL CINEODE;NON;NON;;FIXE;NON;R;59;47;0;64,1;16,4;11,8;7,7;16;71,4;78,0;46.389621;6.718783
426831;EDELWEISS;AUVERGNE / RHONE-ALPES;PASSAGE DES ADDEBOUTS;74280;Thônes;6549;74;74205;Thônes;10092;06-autres communes et unités urbaines;1;189;22;247;4 908;33 479;-0,9;De 2 à 5 000 entrées;ASSOCIATION EDUCATIVE ARTS LOISIRS;;OUI;E;;FIXE;NON;C;61;45;24;65,3;28,7;2,6;3,4;14;35,5;27,2;45.881671;6.325794
426921;LE FRANCE;AUVERGNE / RHONE-ALPES;AVENUE DE LA GARE;74281;Thonon-les-Bains;34895;74;74501;Thonon-les-Bains;75939;05-Unités urbaines de 20 000 à 100 000 hbts;3;412;25;1 484;15 146;22 565;-0,3;De 10 à 20 000 entrées;BAUCINE;;OUI;D;;FIXE;NON;C;89;66;35;50,7;41,5;5,7;2,1;66;20,0;20,3;46.369762;6.481305
426924;CINE LEMAN;AUVERGNE / RHONE-ALPES;63 AVENUE DE SENEVULLAZ;74281;Thonon-les-Bains;34895;74;74501;Thonon-les-Bains;75939;05-Unités urbaines de 20 000 à 100 000 hbts;8;1392;31;6 851;112 854;371 477;-0,7;De 100 à 150 000 entrées;CINE LEMAN;SAS CINE LEMAN (Baud);NON;NON;;FIXE;OUI;C;145;102;98;63,7;20,5;0,3;15,5;33;24,4;35,0;46.352812;6.468439
427042;LE PARNAL;AUVERGNE / RHONE-ALPES;GRAND RUE;74282;Fillière;9104;74;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;114;31;270;7 037;32 324;-0,8;De 5 à 10 000 entrées;ASSOCIATION DU CINEMA LE PARNAL;;OUI;E;JP;FIXE;NON;R;86;40;0;45,6;22,1;20,0;12,2;57;63,7;76,4;45.99595;6.239124
427312;CINEMA SAINT-LOUIS;PAYS DE LA LOIRE;1 IMPASSE DE L EVECHE;49345;Bellevigne-en-Layon;5783;49;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;170;20;89;1 540;6 098;-0,7;Moins de 2000 entrées;SYNDICAT D INITIATIVE DE THOUARCE;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;R;66;51;0;41,8;42,6;7,2;8,4;31;24,0;28,4;47.267642;-0.502889
427363;FAMILIA;NOUVELLE AQUITAINE;7 PLACE DU BOEL;79329;Thouars;9225;79;79302;Thouars;14299;06-autres communes et unités urbaines;1;235;31;425;9 779;9 344;0,0;De 5 à 10 000 entrées;AEP LA DURANDAL;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;OUI;E;;FIXE;NON;C;97;70;10;38,5;49,5;8,5;3,5;41;12,4;9,6;46.977963;-0.211033
427442;Salle Saint-Gobain;HAUTS DE FRANCE;Place Saint-Gobain;60636;Thourotte;4584;60;60502;Compiègne;70485;05-Unités urbaines de 20 000 à 100 000 hbts;1;220;16;32;1 128;8 818;-0,9;Moins de 2000 entrées;COMMUNE DE THOUROTTE;;NON;NON;;FIXE;NON;B;21;6;0;37,8;55,8;4,2;2,2;15;17,6;19,7;49.482001;2.884056
427703;FOYER;HAUTS DE FRANCE;1 BIS, RUE ALBERT SAMAIN;59592;Thumeries;3942;59;00756;Douai - Lens;504537;04-Unités urbaines de 100 000 hbts ou plus;1;270;30;159;6 793;27 945;-0,8;De 5 à 10 000 entrées;ASSOCIATION ARTS ET LOISIRS;SARL GPCI;NON;NON;;FIXE;NON;B;62;50;0;48,3;37,9;11,3;2,5;12;37,2;35,2;50.471998;3.073172
427861;LE NORMANDY;NORMANDIE;PLACE DU GENERAL DE GAULLE;14689;Le Hom;3680;14;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;213;31;450;8 241;25 010;-0,7;De 5 à 10 000 entrées;ORGANISATION MANIFESTATIONS ACTION CULTURELLE CINEMATOGRAPHIQUE;GENERIQUE ;OUI;E;JP;FIXE;NON;R;115;88;5;57,1;11,9;25,4;5,6;57;77,5;81,1;48.985746;-0.478263
428103;CINEMA;AUVERGNE / RHONE-ALPES;ZAC DU VAL CLARET;73296;Tignes;2569;73;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;2;282;21;530;6 856;14 934;-0,5;De 5 à 10 000 entrées;MONTAGNE CINE AUDIO;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;R;101;85;23;40,3;38,0;19,8;2,0;27;62,0;60,1;45.456559;6.900294
428483;LE NORMANDY;NORMANDIE;BD DU MIDI;61486;Tinchebray-Bocage;4999;61;61104;Tinchebray;4999;06-autres communes et unités urbaines;1;280;24;84;2 089;38 622;-0,9;De 2 à 5 000 entrées;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;GENERIQUE ;OUI;E;;FIXE;NON;I;73;51;0;55,2;17,3;12,8;14,6;30;80,1;81,6;48.763163;-0.732609
428711;CINE PASSION;NOUVELLE AQUITAINE;CINE PASSION;24553;Tocane-Saint-Apre;1667;24;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;200;29;225;7 130;8 838;-0,2;De 5 à 10 000 entrées;ASSOCIATION CINE PASSION EN PERIGORD;SNC SAGEC - CINE 32 VEO;OUI;E;JP;ITINERANT;NON;R;77;41;1;30,3;60,8;7,1;1,8;42;14,0;8,8;45.252655;0.493333
428921;CINE REX;NOUVELLE AQUITAINE;13 RUE DE L'EGLISE;17448;Tonnay-Boutonne;1161;17;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;173;30;161;1 613;61 905;-1,0;Moins de 2000 entrées;CINE REX;SUD CINE;OUI;E;;FIXE;NON;R;82;57;0;54,9;15,6;13,9;15,6;45;72,7;79,2;45.966024;-0.705655
428942;REX 1;NOUVELLE AQUITAINE;RUE DU MARECHAL FOCH;47310;Tonneins;9014;47;47201;Tonneins;9853;06-autres communes et unités urbaines;2;320;31;1 009;11 181;21 700;-0,5;De 10 à 20 000 entrées;ASSOCIATION POUR LA PROMOTION ET L'ANIMATION DU CINE A TONNEINS;SAINT LOUIS;OUI;E;RDJPPR;FIXE;NON;C;229;174;57;42,0;37,6;11,6;8,8;127;36,9;45,0;44.391294;0.311793
428961;CINEMA THEATRE;BOURGOGNE / FRANCHE-COMTE;PLACE DE L HOTEL DE VILLE;89418;Tonnerre;4736;89;89202;Tonnerre;5337;06-autres communes et unités urbaines;1;141;24;223;2 979;78 030;-1,0;De 2 à 5 000 entrées;VILLE DE TONNERRE;;OUI;E;JPPR;FIXE;NON;C;64;40;0;50,6;28,1;4,5;16,8;43;51,1;62,1;47.856492;3.972991
429132;MEGA CGR;ILE-DE-FRANCE;PROMENADE DU 7ÈME ART;77468;Torcy;23558;77;00851;Paris;10706072;03-Petite couronne;16;2891;31;16 450;231 974;93 285;1,5;De 200 à 300 000 entrées;MAUBIM;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;208;136;133;53,8;19,4;11,3;15,5;59;71,6;82,9;48.840592;2.654959
429621;LUX;BOURGOGNE / FRANCHE-COMTE;21 RUE ARRAULT;89419;Toucy;2732;89;89101;Toucy;2732;06-autres communes et unités urbaines;1;74;1;4;265;4 454;-0,9;Moins de 2000 entrées;CINELUX;;NON;NON;;FIXE;NON;I;1;1;0;66,2;25,9;4,0;3,8;1;28,3;32,5;47.734838;3.292272
429814;CITEA;GRAND EST;12 RUE DE RIGNY;54528;Toul;16021;54;54402;Toul;23131;05-Unités urbaines de 20 000 à 100 000 hbts;1;246;28;525;11 230;296 199;-1,0;De 10 à 20 000 entrées;CINE SPECTACLE;;NON;NON;;FIXE;NON;C;159;124;0;75,0;20,7;3,2;1,0;79;21,5;17,0;48.676183;5.893159
429951;LE ROYAL;PROVENCE-ALPES-COTE D'AZUR;2 ET 4 RUE DU DOCTEUR;83137;Toulon;167479;83;00757;Toulon;569793;04-Unités urbaines de 100 000 hbts ou plus;3;386;28;2 201;40 238;31 768;0,3;De 40 à 50 000 entrées;ASSOCIATION CINEMA LE ROYAL - TOULON;;OUI;A;RDPR;FIXE;NON;C;143;87;63;63,9;29,2;3,8;3,0;114;32,8;30,9;43.124501;5.96296
430102;SALLE DES FETES;OCCITANIE;SALLE DES FETES;66213;Toulouges;6686;66;66601;Perpignan;200971;04-Unités urbaines de 100 000 hbts ou plus;1;100;9;17;2 198;7 281;-0,7;De 2 à 5 000 entrées;LAPORTA MICHEL;;NON;NON;;ITINERANT;NON;B;7;4;0;56,0;36,9;6,4;0,7;0;24,8;22,9;42.666461;2.836131
430222;A B C SALLE A;OCCITANIE;13 RUE ST BERNARD;31555;Toulouse;471941;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;3;396;31;3 132;75 747;15 351;3,9;De 50 à 80 000 entrées;ASSOCIATION POUR LA PROMOTION DU CINEMA ABC;;OUI;A;RDJPPR;FIXE;NON;C;151;71;62;63,9;28,6;5,6;2,0;114;40,2;37,3;43.60903;1.443975
430243;AMERICAN COSMOGRAPH 1;OCCITANIE;24 RUE MONTARDY;31555;Toulouse;471941;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;3;441;31;2 981;95 387;15 535;5,1;De 80 à 100 000 entrées;UTOPIA LATIN;;OUI;A;RDJPPR;FIXE;NON;C;166;82;71;47,5;26,0;11,9;14,5;122;49,8;53,8;43.604016;1.446784
430261;LE CRATERE;OCCITANIE;95 GRANDE RUE SAINT MICHEL;31555;Toulouse;471941;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;1;79;26;500;8 730;38 496;-0,8;De 5 à 10 000 entrées;ASSOCIATION CINEFOL 31;;OUI;A;RDJP;FIXE;NON;C;151;67;0;72,4;12,5;11,7;3,4;137;55,9;63,9;43.588909;1.445984
430404;CINEMA LE METRO;OCCITANIE;ALLEE DE BELLEFONTAINE;31555;Toulouse;471941;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;1;130;17;67;1 427;5 197;-0,7;Moins de 2000 entrées;CENTRE SOCIO CULTUREL SPORT MINVIL;SNC SAGEC - CINE 32 VEO;NON;NON;;FIXE;NON;C;37;23;0;56,2;32,4;7,5;3,9;21;39,0;31,2;43.563857;1.404136
