N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2018;entrées 2017;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;part des séances de films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude
174961;CINEMA DE GENCAY;NOUVELLE AQUITAINE;PASSAGE DES 3 MARCHANDS;86103;Gençay;1733;86;86105;Gençay;3045;unités urbaines de moins de 20 000 habitants et zones rurales;1;104;53;1 001;25 730;24 588;5%;De 20 à 30 000 entrées;ASSOCIATION CINEMA DE GENCAY;veo;oui;catégorie E;RDJPPR;FIXE;NON;commune-centre;214;157;2;67,4;15;10,5;7,2;160;61,3;68,1;46.374596;0.404662
177663;CINEMA DE LA COMMUNAUTE DE COMMUNE;OCCITANIE;53 BOULEVARD DU NORD;32147;Gimont;2973;32;32101;Gimont;2973;unités urbaines de moins de 20 000 habitants et zones rurales;1;97;52;310;8 307;8 484;-2,10%;De 5 à 10 000 entrées;COMMUNAUTE DE COMMUNES ARRATS-GIMONE;veo;oui;catégorie E;JP;FIXE;NON;commune isolée;206;172;9;59,5;28,1;10,5;2;90;38,4;34,5;43.626338;0.878691
181262;L'ATALANTE;OCCITANIE;4 BOULEVARD DES MARTYRS;46127;Gourdon;4321;46;46105;Gourdon;4321;unités urbaines de moins de 20 000 habitants et zones rurales;2;290;52;1 837;28 306;28 658;-1,20%;De 20 à 30 000 entrées;VILLE DE GOURDON;veo;oui;catégorie E;RDJPPR;FIXE;NON;commune isolée;415;317;11;58,8;26,1;11,9;3,1;247;37,2;30,5;44.737405;1.38428
182282;L ATELIER;OCCITANIE;AVENUE PAUL MAZET;46128;Gramat;3649;46;46103;Gramat;3649;unités urbaines de moins de 20 000 habitants et zones rurales;1;158;53;664;17 687;18 047;-2,00%;De 10 à 20 000 entrées;VILLE DE GRAMAT;veo;oui;catégorie E;;FIXE;NON;commune isolée;235;186;0;52,1;34,9;11;2;101;32,7;25,2;44.775936;1.72351
184252;CINEMA VERTIGO;OCCITANIE;RUE DE LA MEGISSERIE;81105;Graulhet;12461;81;81302;Graulhet;12461;unités urbaines de moins de 20 000 habitants et zones rurales;2;280;53;2 454;45 150;40 057;13%;De 40 à 50 000 entrées;COMMUNAUTE DE COMMUNES DE TARN ET DADOU;veo;oui;catégorie E;;FIXE;NON;commune isolée;242;184;48;47,7;39,3;11,6;1,4;112;25,1;20,6;43.760736;1.999613
184852;L'ENTRACT;OCCITANIE;MAIRIE AVENUE LAZARE CARNOT;31232;Grenade;8685;31;31205;Grenade;8685;unités urbaines de moins de 20 000 habitants et zones rurales;1;250;53;550;22 811;21 389;7%;De 20 à 30 000 entrées;;veo;oui;catégorie E;JP;FIXE;NON;commune isolée;278;224;3;48,3;32,3;15,5;3,9;147;44,2;44;43.76859;1.296013
187515;SENECHAL;NOUVELLE AQUITAINE;1 RUE DU SENECHAL;23096;Guéret;13492;23;23301;Guéret;14529;unités urbaines de moins de 20 000 habitants et zones rurales;5;695;53;5 685;103 630;109 194;-5,10%;De 100 à 150 000 entrées;VILLE DE GUERET;veo;oui;catégorie E;RDJPPR;FIXE;NON;commune-centre;366;280;272;44,2;42,2;10,8;2,7;203;28,4;18,8;46.169796;1.867356
188933;GERARD PHILIPE;NOUVELLE AQUITAINE;PLACE DU MARCHE   LA HUME;33199;Gujan-Mestras;20817;33;33501;La Teste-de-Buch - Arcachon;65500;unités urbaines de 20 000 à 100 000 habitants;1;182;38;494;21 161;24 544;-13,80%;De 20 à 30 000 entrées;VILLE DE GUJAN MESTRAS;ARTEC;oui;catégorie D;;FIXE;NON;commune-centre;242;172;19;62,3;18,1;14;5,6;148;49,2;54,4;44.638602;-1.111896
189661;AQUITAINE;NOUVELLE AQUITAINE;1 RUE CARNOT;40119;Hagetmau;4616;40;40201;Hagetmau;5305;unités urbaines de moins de 20 000 habitants et zones rurales;1;415;49;574;8 205;8 654;-5,20%;De 5 à 10 000 entrées;VILLE DE HAGETMAU;SAINT LOUIS;oui;catégorie E;JP;FIXE;NON;commune-centre;221;190;3;57,1;32,5;9,8;0,7;98;35,4;23,8;43.656112;-0.592314
189830;L'ENTREPOT DES JALLES;NOUVELLE AQUITAINE;13 RUE GEORGES CLEMENCEAU;33200;Le Haillan;10755;33;33701;Bordeaux;904359;unités urbaines de 100 000 habitants et plus;1;480;49;366;7 847;7 331;7%;De 5 à 10 000 entrées;;;non;non classé;;FIXE;NON;banlieue;176;145;6;59,5;29,3;10;1,2;67;28,4;23,8;44.874611;-0.677018
191591;HARITZ BARNE;NOUVELLE AQUITAINE;7 RUE YATS;64256;Hasparren;6562;64;64202;Hasparren;6562;unités urbaines de moins de 20 000 habitants et zones rurales;1;193;38;422;6 807;10 006;-32,00%;De 5 à 10 000 entrées;ASSOCIATION ZABALKI;SAINT LOUIS;oui;catégorie E;JP;FIXE;NON;commune isolée;166;135;3;45,9;19;28,6;6,6;77;38,6;48,6;43.382881;-1.306533
194541;VARIETES;NOUVELLE AQUITAINE;12 RUE DU THEATRE;64260;Hendaye;16328;64;751;Bayonne (partie française);236730;unités urbaines de 100 000 habitants et plus;1;324;53;759;15 395;15 276;1%;De 10 à 20 000 entrées;VILLE DE HENDAYE;SAINT LOUIS;oui;catégorie C;;FIXE;NON;banlieue;272;213;8;46,2;32,3;18,4;3;134;40,4;39,6;43.355543;-1.773311
195021;GRAND ECRAN;PAYS DE LA LOIRE;1 RUE NEUVE;85109;Les Herbiers;15992;85;85303;Les Herbiers;15992;unités urbaines de moins de 20 000 habitants et zones rurales;1;376;53;1 171;56 115;59 212;-5,20%;De 50 à 80 000 entrées;VILLE DE LES HERBIERS;SUD CINE;oui;catégorie E;JP;FIXE;NON;commune isolée;212;159;65;50,5;39,4;9,2;0,8;82;25;14,5;46.87211;-1.013741
198721;LOU HAPCHOT;NOUVELLE AQUITAINE;8 RUE LACHANAU;33203;Hourtin;3490;33;33103;Hourtin;3490;unités urbaines de moins de 20 000 habitants et zones rurales;1;481;47;400;8 636;11 642;-25,80%;De 5 à 10 000 entrées;VILLE D'HOURTIN;veo;non;non classé;;FIXE;NON;commune isolée;162;146;8;42,5;46,5;10,5;0,5;56;22,3;13,9;45.184656;-1.059343
199951;MERIDIEN;OCCITANIE;ROUTE DE PAU;65226;Ibos;2887;65;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;4;1052;53;3 847;64 974;59 932;8%;De 50 à 80 000 entrées;ASSOCIATION LE PARVIS;;oui;catégorie E;RDJPPR;FIXE;NON;territoire rural;367;182;48;58,8;15,8;14,5;10,9;306;78,6;79,7;43.242508;-0.005686
200332;CINE ILAIS;PAYS DE LA LOIRE;RUE PETIT CHIRON  PORT JOINVILLE;85113;L' Île-d'Yeu;4771;85;85132;L'Île-d'Yeu;4771;unités urbaines de moins de 20 000 habitants et zones rurales;1;216;53;770;27 130;28 313;-4,20%;De 20 à 30 000 entrées;VILLE DE L'ILE D'YEU;MICROMEGAS;oui;catégorie E;;FIXE;NON;commune isolée;222;176;15;47,5;35,5;13,7;3,3;120;39,5;29,1;46.72447;-2.348624
201632;SALLE DES FETES;OCCITANIE;BLD DES MARTYRS DE MEILHAN;31239;L' Isle-en-Dodon;1677;31;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;237;49;112;3 126;3 028;3%;De 2 à 5 000 entrées;VILLE DE L'ISLE EN DODON;veo;non;non classé;;FIXE;NON;territoire rural;96;73;0;71,4;13,7;14,8;0;45;42,9;36,3;43.381163;0.836443
201661;OLYMPIA;OCCITANIE;6 RUE JEAN BART;32160;L' Isle-Jourdain;8568;32;32202;L'Isle-Jourdain;8568;unités urbaines de moins de 20 000 habitants et zones rurales;2;191;53;1 678;36 727;36 600;0%;De 30 à 40 000 entrées;DEPARTEMENT DU GERS;veo;oui;catégorie E;RDJPPR;FIXE;NON;commune isolée;372;280;46;53;30,9;12,5;3,7;241;50,8;40,6;43.614931;1.089434
203343;SALLE DES ORMEAUX;PAYS DE LA LOIRE;RUE DES ECHOLERES;85114;Jard-sur-Mer;2642;85;85121;Jard-sur-Mer;3951;unités urbaines de moins de 20 000 habitants et zones rurales;1;191;51;964;17 177;18 906;-9,10%;De 10 à 20 000 entrées;VILLE DE JARD SUR MER;SUD CINE;oui;catégorie E;JP;FIXE;NON;commune-centre;200;174;17;63;24,8;11,1;1,1;90;39,3;31,8;46.414996;-1.574373
204891;FAMILIA;NOUVELLE AQUITAINE;RUE SADI CARNOT;17197;Jonzac;3451;17;17201;Jonzac;5283;unités urbaines de moins de 20 000 habitants et zones rurales;2;354;53;1 533;39 291;40 598;-3,20%;De 30 à 40 000 entrées;VILLE DE JONZAC;veo;oui;catégorie E;RDJP;FIXE;NON;commune-centre;256;202;57;57,2;30,3;10,7;1,8;132;35,4;25;45.445545;-0.433778
208981;SALLE JACQUES BREL;OCCITANIE;SALLE JACQUES BREL;81115;Labastide-Rouairoux;1410;81;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;150;47;338;12 430;11 167;11%;De 10 à 20 000 entrées;CINECRAN 81;;oui;catégorie E;JP;ITINERANT;NON;territoire rural;72;44;0;49,7;32,8;15,4;2,1;43;54,4;61,1;43.474778;2.646568
209151;GAUMONT;OCCITANIE;105 LA MERIDIENNE;31254;Labège;4277;31;31701;Toulouse;948433;unités urbaines de 100 000 habitants et plus;17;3988;53;31 561;1 027 673;1 074 658;-4,40%;De 1 à 1,5 million d'entrées;Les cinemas GAUMONT-PATHE;Les cinémas Gaumont-Pathé;non;non classé;;FIXE;OUI;banlieue;285;225;222;28,4;57,6;13,2;0,8;56;15,1;10;43.539479;1.511109
209494;LE FELIX;NOUVELLE AQUITAINE;PLACE DE LA MAIRIE;40134;Labouheyre;2720;40;40101;Labouheyre;2720;unités urbaines de moins de 20 000 habitants et zones rurales;1;236;51;707;11 171;11 737;-4,80%;De 10 à 20 000 entrées;;;oui;catégorie E;JP;FIXE;NON;commune isolée;270;221;0;50,5;37,4;10,6;1,5;131;39,2;23,4;44.213874;-0.919094
209682;LE ROND POINT;OCCITANIE;1 PLACE DE L'EUROPE;81120;Labruguière;6514;81;81202;Labruguière;6514;unités urbaines de moins de 20 000 habitants et zones rurales;1;167;49;372;10 554;9 744;8%;De 10 à 20 000 entrées;VILLE DE LABRUGUIERE;veo;oui;catégorie E;JP;FIXE;NON;commune isolée;280;223;0;44,1;32,3;16,7;6,9;168;56,5;52,2;43.538478;2.263266
212871;LE LALANO;OCCITANIE;LE LALANO;65250;Lalanne-Trie;109;65;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;252;49;323;4 178;3 884;8%;De 2 à 5 000 entrées;VILLE DE LALANNE TRIE;veo;oui;catégorie E;;FIXE;NON;territoire rural;218;179;0;62,4;20,1;16,2;1,3;117;45,2;35,1;43.310067;0.33742
215621;RIO;NOUVELLE AQUITAINE;16 ALLEE JEAN JAURES;33227;Langon;7389;33;33303;Langon;13481;unités urbaines de moins de 20 000 habitants et zones rurales;2;465;50;1 442;40 058;41 630;-3,80%;De 40 à 50 000 entrées;RAYMOND EMMANUEL;veo;oui;catégorie E;;FIXE;NON;commune-centre;159;126;44;47,8;41;10,1;1,1;77;27,2;15,7;44.553056;-0.245112
216064;LE RIO;OCCITANIE;361 RUE THIERS;65258;Lannemezan;5893;65;65202;Lannemezan;5893;unités urbaines de moins de 20 000 habitants et zones rurales;1;383;53;668;12 266;13 763;-10,90%;De 10 à 20 000 entrées;CHENEAUX OLIVIER;;non;non classé;;FIXE;NON;commune isolée;96;74;22;60;30,5;6;3,5;19;8,8;10,6;43.121779;0.383424
218381;LOUIS JOUVET;NOUVELLE AQUITAINE;1 AVENUE DE LA GARE;64320;Laruns;1179;64;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;155;53;260;3 762;3 603;4%;De 2 à 5 000 entrées;VILLE DE LARUNS;;oui;catégorie E;;FIXE;NON;territoire rural;164;142;26;55,8;28,7;11,8;3,7;77;34,2;24,8;42.988146;-0.425403
220603;ESPACE DES NOUVEAUTES;OCCITANIE;RUE SAINTE CECILE;81140;Lavaur;10699;81;81301;Lavaur;12623;unités urbaines de moins de 20 000 habitants et zones rurales;1;192;48;615;18 455;22 884;-19,40%;De 10 à 20 000 entrées;CENTRE CULTUREL LOISIRS MULTIDETENTE ET DE PROMOTION PUBLICITAIR;veo;oui;catégorie E;JPPR;FIXE;NON;commune-centre;195;156;6;45,9;34,8;17,1;2,2;83;37,1;45,6;43.700824;1.820322
220681;CASINO;OCCITANIE;RUE RENE CASSIN;9160;Lavelanet;6205;9;9202;Lavelanet;7164;unités urbaines de moins de 20 000 habitants et zones rurales;2;480;52;2 135;31 391;27 487;14%;De 30 à 40 000 entrées;VILLE DE LAVELANET;;oui;catégorie E;PR;FIXE;NON;commune-centre;222;159;26;46,6;38,5;13,7;1,2;114;26,8;20,2;42.935388;1.849583
221712;LE SENECHAL;OCCITANIE;102 RUE NATIONALE;32208;Lectoure;3710;32;32102;Lectoure;3710;unités urbaines de moins de 20 000 habitants et zones rurales;2;174;53;948;15 131;13 960;8%;De 10 à 20 000 entrées;VILLE DE LECTOURE;veo;oui;catégorie E;RDJPPR;FIXE;NON;commune isolée;349;276;43;50,5;30,7;13,7;5,1;189;42,3;41,3;43.934628;0.620319
222030;TEMPO;OCCITANIE;1 ROUTE DE TOULOUSE;31291;Léguevin;8948;31;31701;Toulouse;948433;unités urbaines de 100 000 habitants et plus;1;252;50;413;13 423;15 953;-15,90%;De 10 à 20 000 entrées;VILLE DE LEGUEVIN;veo;oui;catégorie C;;FIXE;NON;banlieue;217;172;1;58,1;27,3;12,6;2,1;105;39,2;41,7;43.600031;1.239756
222481;ETOILE;NOUVELLE AQUITAINE;33 GRAND'RUE;86128;Lencloître;2462;86;86102;Lencloître;2462;unités urbaines de moins de 20 000 habitants et zones rurales;1;289;40;477;8 961;9 304;-3,70%;De 5 à 10 000 entrées;ASSOCIATION CINEMA DE L'ETOILE;veo;non;non classé;;FIXE;NON;commune isolée;113;82;0;57,2;29,1;7,8;5,9;42;28,7;32,8;46.815557;0.327879
222821;ESPACE CULTUREL GEORGES BRASSENS;NOUVELLE AQUITAINE;13 RUE DU 9 MARS 1962;33238;Léognan;10015;33;33701;Bordeaux;904359;unités urbaines de 100 000 habitants et plus;1;349;48;479;15 832;16 601;-4,60%;De 10 à 20 000 entrées;VILLE DE LEOGNAN;veo;oui;catégorie C;;FIXE;NON;banlieue;220;168;1;57,1;21;17;4,9;116;47,8;54,6;44.730648;-0.600381
222841;CENTRE CULTUREL LEON;NOUVELLE AQUITAINE;PLACE DU DOCTEUR DUFAU;40150;Léon;1963;40;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;222;53;748;9 169;10 806;-15,10%;De 5 à 10 000 entrées;VILLE DE LEON;SAINT LOUIS;oui;catégorie E;;FIXE;NON;territoire rural;256;225;13;49,6;38,1;10,7;1,7;113;35;26,6;43.875113;-1.302436
223612;JEAN DUJARDIN;NOUVELLE AQUITAINE;20 RUE DU PALAIS DE JUSTICE;33240;Lesparre-Médoc;5699;33;33208;Lesparre-Médoc;7974;unités urbaines de moins de 20 000 habitants et zones rurales;1;212;53;668;18 612;18 482;1%;De 10 à 20 000 entrées;VILLE DE LESPARRE MEDOC;ARTEC;non;non classé;;FIXE;NON;commune-centre;246;212;19;54,8;34,9;8,6;1,7;93;26,9;17;45.307833;-0.938774
225444;GRAND ECRAN;NOUVELLE AQUITAINE;56 AVENUE GALLIENI;33243;Libourne;24866;33;33401;Libourne;35963;unités urbaines de 20 000 à 100 000 habitants;10;1367;53;14 440;267 853;275 065;-2,60%;De 200 à 300 000 entrées;STE EXPLOITATION GRAND ECRAN (Fridemann);STE D'EXPLOITATION GRAND ECRAN (FRIDMAN);oui;catégorie D;;FIXE;OUI;commune-centre;433;342;214;41,9;45,7;11,2;1,3;230;29,7;14,4;44.913546;-0.237461
228305;LIDO 2;NOUVELLE AQUITAINE;3 AV CHARLES DE GAULLE;87085;Limoges;133627;87;87601;Limoges;183347;unités urbaines de 100 000 habitants et plus;3;686;53;4 149;61 947;68 768;-9,90%;De 50 à 80 000 entrées;STE EXPLOITATION GRAND ECRAN (Fridemann);Grand écran;oui;catégorie B;RD;FIXE;NON;commune-centre;184;132;96;56,9;14,6;14,1;14,4;161;96,6;97,9;45.854302;1.256414
228311;HORIZON GRANDS ECRANS;NOUVELLE AQUITAINE;11 PLACE DENIS DUSSOUBS;87085;Limoges;133627;87;87601;Limoges;183347;unités urbaines de 100 000 habitants et plus;14;2252;53;23 736;341 394;385 517;-11,40%;De 300 à 450 000 entrées;STE EXPLOITATION GRAND ECRAN (Fridemann);Grand écran;non;non classé;;FIXE;OUI;commune-centre;326;280;222;43,8;40,5;14,3;1,4;150;31,7;22,4;45.83291;1.255375
228370;GRAND ECRAN ESTER;NOUVELLE AQUITAINE;RUE ARISTIDE BRIAND;87085;Limoges;133627;87;87601;Limoges;183347;unités urbaines de 100 000 habitants et plus;12;2240;53;17 727;484 277;482 399;0%;De 450 à 700 000 entrées;STE EXPLOITATION GRAND ECRAN (Fridemann);Grand écran;non;non classé;;FIXE;OUI;commune-centre;269;203;173;37,7;51,3;10,7;0,4;82;15,1;6;45.845477;1.276023
229552;CINELIT;NOUVELLE AQUITAINE;RUE DE L HOTEL DE VILLE;40157;Lit-et-Mixe;1588;40;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;192;39;214;3 730;5 901;-36,80%;De 2 à 5 000 entrées;SYNDICAT D'INITIATIVE DE LIT ET MIXE;CINE LANDES;oui;catégorie E;;FIXE;NON;territoire rural;143;126;35;45,4;40,9;10,1;3,6;61;31,8;24,4;44.033784;-1.257554
233742;L ARIXO;OCCITANIE;L'ARIXO;65282;Loudenvielle;286;65;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;107;51;272;7 758;7 127;9%;De 5 à 10 000 entrées;VILLE DE LOUDENVIELLE;;oui;catégorie E;;FIXE;NON;territoire rural;177;156;29;58,2;25,2;13,8;2,8;87;39,7;28,5;42.795333;0.411078
233802;CINEMA CORNAY;NOUVELLE AQUITAINE;RUE DE L ABREUVOIR;86137;Loudun;6740;86;86204;Loudun;6740;unités urbaines de moins de 20 000 habitants et zones rurales;1;151;53;552;19 202;19 582;-1,90%;De 10 à 20 000 entrées;VILLE DE LOUDUN;veo;oui;catégorie E;;FIXE;NON;commune isolée;185;139;2;57,3;28;12;2,7;81;27;34,3;47.010932;0.084051
234273;LE PALAIS;OCCITANIE;SQUARE DU GENERAL DE GAULLE;65286;Lourdes;13946;65;65302;Lourdes;16982;unités urbaines de moins de 20 000 habitants et zones rurales;1;487;51;504;10 686;14 468;-26,10%;De 10 à 20 000 entrées;VILLE DE LOURDES;;oui;catégorie E;;FIXE;NON;commune-centre;197;148;36;55,5;22,5;15,6;6,4;109;32,9;41,9;43.085637;-0.04492
234295;CINEMA BERNADETTE;OCCITANIE;6 AV MGR SCHOEPFER;65286;Lourdes;13946;65;65302;Lourdes;16982;unités urbaines de moins de 20 000 habitants et zones rurales;1;281;31;571;9 545;9 174;4%;De 5 à 10 000 entrées;;;non;non classé;;FIXE;NON;commune-centre;1;0;0;100;0;0;0;0;0;0;43.095917;-0.055559
234296;LE PAX;OCCITANIE;7 RUE DU REVEREND PERE;65286;Lourdes;13946;65;65302;Lourdes;16982;unités urbaines de moins de 20 000 habitants et zones rurales;3;492;52;3 460;19 158;8 318;130%;De 10 à 20 000 entrées;PAX 2010;;non;non classé;;FIXE;NON;commune-centre;178;144;37;42,9;46,2;10,8;0,1;50;12,4;6,2;43.102921;-0.039469
234297;LE MAJESTIC;OCCITANIE;11 AVENUE MARANSIN;65286;Lourdes;13946;65;65302;Lourdes;16982;unités urbaines de moins de 20 000 habitants et zones rurales;1;249;47;340;2 149;1 719;25%;De 2 à 5 000 entrées;RAMBEAU ROLAND LOUIS GABRIEL;;non;non classé;;FIXE;NON;commune-centre;10;4;3;34,4;64,3;1,3;0;1;18,2;25,6;43.098225;-0.045524
235771;ESPACE;PAYS DE LA LOIRE;BOULEVARD PHELIPON;85128;Luçon;9394;85;85208;Luçon;9394;unités urbaines de moins de 20 000 habitants et zones rurales;5;766;53;6 299;104 645;105 907;-1,20%;De 100 à 150 000 entrées;SOCIETE CINEMATOGRAPHIQUE LUCONNAISE;;oui;catégorie E;;FIXE;NON;commune isolée;329;220;132;46,6;42,4;10,1;0,9;156;23,2;11,2;46.460681;-1.176832
237793;MAISON DE LA VALLEE;OCCITANIE;MAISON DE LA VALLEE;65295;Luz-Saint-Sauveur;982;65;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;137;38;248;4 371;5 743;-23,90%;De 2 à 5 000 entrées;SYNDICAT MIXTE DE LA MAISON DU PARC NATIONAL DE DE LA VALLEE;veo;oui;catégorie E;;FIXE;NON;territoire rural;196;154;1;54,5;29,5;13,9;2,1;106;48,4;39,3;42.87365;-0.003171
245883;CINE JIM 32;OCCITANIE;PLACE DU CHEVALIER D'ANTRAS;32233;Marciac;1247;32;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;88;50;407;7 337;7 524;-2,50%;De 5 à 10 000 entrées;VILLE DE MARCIAC;veo;oui;catégorie E;;FIXE;NON;territoire rural;273;234;33;58,8;19,5;18,4;3,3;138;46,2;59,4;43.525284;0.161702
246763;L'ESTRAN;NOUVELLE AQUITAINE;PLACE CARNOT;17219;Marennes;5662;17;17206;Marennes;9109;unités urbaines de moins de 20 000 habitants et zones rurales;1;206;52;933;19 304;19 520;-1,10%;De 10 à 20 000 entrées;VILLE DE MARENNES;veo;oui;catégorie E;RDJPPR;FIXE;NON;commune-centre;248;178;17;56;29,7;10,5;3,8;143;35,2;30,1;45.821371;-1.108436
248254;PLAZA;NOUVELLE AQUITAINE;32/36 BOULEVARD DE MARE;47157;Marmande;17949;47;455;Marmande;29652;unités urbaines de 20 000 à 100 000 habitants;4;513;52;5 065;112 184;111 882;0%;De 100 à 150 000 entrées;ASSOCIATION PROMOTION ACTIVITE CULTURELLE AUDIOVISUELLE MARMANDE;veo;oui;catégorie D;RDJPPR;FIXE;NON;commune-centre;344;231;92;41,8;45;10,8;2,4;192;32,5;18,2;44.497638;0.168923
250751;LE SILVERADO;NOUVELLE AQUITAINE;LA CLE DES CHANTS;16211;Marthon;554;16;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;150;40;216;3 851;6 033;-36,20%;De 2 à 5 000 entrées;CINE AUX CHANTS;veo;oui;catégorie E;;FIXE;NON;territoire rural;164;152;0;56,6;14,5;23,5;5,3;135;76,4;64,7;45.611664;0.44206
251922;SALLE MARIE VERMILLARD;OCCITANIE;QUARTIER CHANTEGRENOUILLE;32242;Masseube;1518;32;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;153;53;442;8 364;7 074;18%;De 5 à 10 000 entrées;VILLE DE MASSEUBE;veo;oui;catégorie E;JP;FIXE;NON;territoire rural;293;238;20;48,1;29,9;14,2;7,9;158;44,8;42,9;43.42733;0.576514
252212;LE FORUM;NOUVELLE AQUITAINE;RUE DES DOUVES;17224;Matha;2175;17;17101;Matha;2175;unités urbaines de moins de 20 000 habitants et zones rurales;1;154;49;279;7 511;7 920;-5,20%;De 5 à 10 000 entrées;VILLE DE MATHA;veo;non;non classé;;FIXE;NON;commune isolée;111;93;1;65,2;22,6;8,6;3,6;31;24,4;24,3;45.868856;-0.320748
252701;CINE CASTEL;NOUVELLE AQUITAINE;9 RUE DU CHÂTEAU;79079;Mauléon;8479;79;79205;Mauléon;8479;unités urbaines de moins de 20 000 habitants et zones rurales;1;269;48;329;6 409;8 046;-20,30%;De 5 à 10 000 entrées;ASSOCIATION LES TRINITAIRES DE MAULEON;veo;oui;catégorie E;;FIXE;NON;commune isolée;113;98;0;73,2;19,9;7;0;38;30,4;26,2;46.9250409;-0.7596104000000423
252742;MAULE BAITHA;NOUVELLE AQUITAINE;15 RUE ARNAUD DE MAYTIE;64371;Mauléon-Licharre;2969;64;64204;Mauléon-Licharre;6395;unités urbaines de moins de 20 000 habitants et zones rurales;2;416;53;1 149;19 113;20 262;-5,70%;De 10 à 20 000 entrées;VILLE DE MAULEON LICHARRE;SAINT LOUIS;oui;catégorie E;JP;FIXE;NON;commune-centre;384;308;41;45,3;35,1;16,3;3,3;197;41,5;32,4;43.221421;-0.889467
253442;CINEMAUV;OCCITANIE;PLACE DU FOIRAL;32249;Mauvezin;2149;32;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;92;52;266;6 259;6 617;-5,40%;De 5 à 10 000 entrées;VILLE DE MAUVEZIN;veo;oui;catégorie E;JP;FIXE;NON;territoire rural;187;149;18;56,3;28,5;13,5;1,8;83;42,9;59,6;43.731827;0.878411
254005;CINEMA APOLLO;OCCITANIE;PLACE DU MARECHAL LECLERC;81163;Mazamet;10063;81;81401;Mazamet;24994;unités urbaines de 20 000 à 100 000 habitants;2;485;53;2 139;41 873;39 236;7%;De 40 à 50 000 entrées;ACTION CINEMATOGRAPHIQUE DU TARN;veo;oui;catégorie D;;FIXE;NON;commune-centre;255;210;55;43,6;42,1;12,9;1,4;137;25,5;19,6;43.493101;2.374957
254173;CINEMAZ;OCCITANIE;RUE DE L' HOTEL DE VILLE;9185;Mazères;3826;9;9104;Mazères;3826;unités urbaines de moins de 20 000 habitants et zones rurales;1;182;51;213;2 447;3 012;-18,80%;De 2 à 5 000 entrées;VILLE DE MAZERES;;non;non classé;;FIXE;NON;commune isolée;97;84;0;49,4;34,6;16;0;15;13,1;29,4;43.250817;1.677678
255911;LE MELIES;NOUVELLE AQUITAINE;PLACE BUJAULT;79174;Melle;3607;79;79203;Melle;5471;unités urbaines de moins de 20 000 habitants et zones rurales;2;434;53;1 080;29 739;30 340;-2,00%;De 20 à 30 000 entrées;ASSOCIATION CINEMEL;veo;oui;catégorie E;RDJPPR;FIXE;NON;commune-centre;247;184;3;61;21,4;14,6;3,1;185;65,6;53,5;46.222661;-0.144659
258161;MERIGNAC CINE;NOUVELLE AQUITAINE;PLACE CHARLES DE GAULLE;33281;Mérignac;70127;33;33701;Bordeaux;904359;unités urbaines de 100 000 habitants et plus;4;1041;53;6 846;230 869;239 617;-3,70%;De 200 à 300 000 entrées;VILLE DE MERIGNAC;;oui;catégorie C;JP;FIXE;NON;banlieue;224;169;105;39,2;49,1;11,6;0,1;106;17,5;10;44.842142;-0.647041
259022;CINEMA LE STUDIO;NOUVELLE AQUITAINE;49 ROUTE DE SEMUSSAC;17230;Meschers-sur-Gironde;3087;17;17402;Royan;35729;unités urbaines de 20 000 à 100 000 habitants;1;140;53;1 039;12 180;10 358;18%;De 10 à 20 000 entrées;;;non;non classé;;FIXE;NON;banlieue;228;191;10;47,4;38,7;11;3;102;31,7;24,4;45.564042;-0.95352
261351;LE SOUBISE;NOUVELLE AQUITAINE;13 BD DU PRE SOUBISE;19136;Meymac;2455;19;19101;Meymac;2455;unités urbaines de moins de 20 000 habitants et zones rurales;1;244;53;318;6 748;6 773;-0,40%;De 5 à 10 000 entrées;VILLE DE MEYMAC;veo;non;non classé;;FIXE;NON;commune isolée;228;186;1;56,4;26,5;11,2;5,8;124;46,2;42,3;45.532714;2.146857
